Predictor,b,Seed,Dataset,Result
REC,6,13323,synthetic_1000000_10000_0.0,10505.616217856656
AdaptiveSampling,7,13323,synthetic_1000000_10000_0.0,10752.0
PCSA,7,13323,synthetic_1000000_10000_0.0,10196.0
LogLog,7,13323,synthetic_1000000_10000_0.0,9188.000042632986
HLL,7,13323,synthetic_1000000_10000_0.0,10165.403856466426
KMV,7,13323,synthetic_1000000_10000_0.0,10591.05322026079
MinCount,7,13323,synthetic_1000000_10000_0.0,9633.497720776895
REC,7,13323,synthetic_1000000_10000_0.0,10073.986550866892
AdaptiveSampling,8,13323,synthetic_1000000_10000_0.0,10496.0
PCSA,8,13323,synthetic_1000000_10000_0.0,10141.0
LogLog,8,13323,synthetic_1000000_10000_0.0,10052.79899949658
HLL,8,13323,synthetic_1000000_10000_0.0,10489.567969007705
KMV,8,13323,synthetic_1000000_10000_0.0,9953.210810251194
MinCount,8,13323,synthetic_1000000_10000_0.0,9743.064654827962
REC,8,13323,synthetic_1000000_10000_0.0,10391.979814377459
AdaptiveSampling,9,13323,synthetic_1000000_10000_0.0,10048.0
PCSA,9,13323,synthetic_1000000_10000_0.0,10127.0
LogLog,9,13323,synthetic_1000000_10000_0.0,10179.049198301092
HLL,9,13323,synthetic_1000000_10000_0.0,10544.7422121398
KMV,9,13323,synthetic_1000000_10000_0.0,9919.784604445947
MinCount,9,13323,synthetic_1000000_10000_0.0,9537.135324891427
REC,9,13323,synthetic_1000000_10000_0.0,10495.670474918226
AdaptiveSampling,5,13323,synthetic_1000000_10000_0.5,9728.0
PCSA,5,13323,synthetic_1000000_10000_0.5,10363.0
LogLog,5,13323,synthetic_1000000_10000_0.5,7864.799554178891
HLL,5,13323,synthetic_1000000_10000_0.5,9432.078230458626
KMV,5,13323,synthetic_1000000_10000_0.5,11509.631933267226
MinCount,5,13323,synthetic_1000000_10000_0.5,8682.040964260654
REC,5,13323,synthetic_1000000_10000_0.5,7893.035901408253
AdaptiveSampling,6,13323,synthetic_1000000_10000_0.5,11008.0
PCSA,6,13323,synthetic_1000000_10000_0.5,9711.0
LogLog,6,13323,synthetic_1000000_10000_0.5,8599.247935761694
HLL,6,13323,synthetic_1000000_10000_0.5,9673.612522622874
KMV,6,13323,synthetic_1000000_10000_0.5,11668.601838192344
MinCount,6,13323,synthetic_1000000_10000_0.5,9245.653983262466
REC,6,13323,synthetic_1000000_10000_0.5,7824.797361959328
AdaptiveSampling,7,13323,synthetic_1000000_10000_0.5,10752.0
PCSA,7,13323,synthetic_1000000_10000_0.5,10196.0
LogLog,7,13323,synthetic_1000000_10000_0.5,9188.000042632986
HLL,7,13323,synthetic_1000000_10000_0.5,10165.403856466426
KMV,7,13323,synthetic_1000000_10000_0.5,10591.05322026079
MinCount,7,13323,synthetic_1000000_10000_0.5,9633.497720776895
REC,7,13323,synthetic_1000000_10000_0.5,8894.464373280136
AdaptiveSampling,8,13323,synthetic_1000000_10000_0.5,10496.0
PCSA,8,13323,synthetic_1000000_10000_0.5,10141.0
LogLog,8,13323,synthetic_1000000_10000_0.5,10052.79899949658
HLL,8,13323,synthetic_1000000_10000_0.5,10489.567969007705
KMV,8,13323,synthetic_1000000_10000_0.5,9953.210810251194
MinCount,8,13323,synthetic_1000000_10000_0.5,9743.064654827962
REC,8,13323,synthetic_1000000_10000_0.5,10072.834684227606
AdaptiveSampling,9,13323,synthetic_1000000_10000_0.5,10048.0
PCSA,9,13323,synthetic_1000000_10000_0.5,10127.0
LogLog,9,13323,synthetic_1000000_10000_0.5,10179.049198301092
HLL,9,13323,synthetic_1000000_10000_0.5,10544.7422121398
KMV,9,13323,synthetic_1000000_10000_0.5,9919.784604445947
MinCount,9,13323,synthetic_1000000_10000_0.5,9537.135324891427
REC,9,13323,synthetic_1000000_10000_0.5,10272.776602123531
AdaptiveSampling,5,13323,synthetic_1000000_10000_1.0,9728.0
PCSA,5,13323,synthetic_1000000_10000_1.0,10363.0
LogLog,5,13323,synthetic_1000000_10000_1.0,7864.799554178891
HLL,5,13323,synthetic_1000000_10000_1.0,9432.078230458626
KMV,5,13323,synthetic_1000000_10000_1.0,11509.631933267226
MinCount,5,13323,synthetic_1000000_10000_1.0,8682.040964260654
REC,5,13323,synthetic_1000000_10000_1.0,9206.016150883474
AdaptiveSampling,6,13323,synthetic_1000000_10000_1.0,11008.0
PCSA,6,13323,synthetic_1000000_10000_1.0,9711.0
LogLog,6,13323,synthetic_1000000_10000_1.0,8599.247935761694
HLL,6,13323,synthetic_1000000_10000_1.0,9673.612522622874
KMV,6,13323,synthetic_1000000_10000_1.0,11668.601838192344
MinCount,6,13323,synthetic_1000000_10000_1.0,9245.653983262466
REC,6,13323,synthetic_1000000_10000_1.0,7354.209843566924
AdaptiveSampling,7,13323,synthetic_1000000_10000_1.0,10752.0
PCSA,7,13323,synthetic_1000000_10000_1.0,10196.0
LogLog,7,13323,synthetic_1000000_10000_1.0,9188.000042632986
HLL,7,13323,synthetic_1000000_10000_1.0,10165.403856466426
KMV,7,13323,synthetic_1000000_10000_1.0,10591.05322026079
MinCount,7,13323,synthetic_1000000_10000_1.0,9633.497720776895
REC,7,13323,synthetic_1000000_10000_1.0,6879.772249889201
AdaptiveSampling,8,13323,synthetic_1000000_10000_1.0,10496.0
PCSA,8,13323,synthetic_1000000_10000_1.0,10141.0
LogLog,8,13323,synthetic_1000000_10000_1.0,10052.79899949658
HLL,8,13323,synthetic_1000000_10000_1.0,10489.567969007705
KMV,8,13323,synthetic_1000000_10000_1.0,9953.210810251194
MinCount,8,13323,synthetic_1000000_10000_1.0,9743.064654827962
REC,8,13323,synthetic_1000000_10000_1.0,9101.752007767298
AdaptiveSampling,9,13323,synthetic_1000000_10000_1.0,10048.0
PCSA,9,13323,synthetic_1000000_10000_1.0,10127.0
LogLog,9,13323,synthetic_1000000_10000_1.0,10179.049198301092
HLL,9,13323,synthetic_1000000_10000_1.0,10544.7422121398
KMV,9,13323,synthetic_1000000_10000_1.0,9919.784604445947
MinCount,9,13323,synthetic_1000000_10000_1.0,9537.135324891427
REC,9,13323,synthetic_1000000_10000_1.0,9557.201129141476
AdaptiveSampling,5,13323,synthetic_1000000_10000_1.5,7168.0
PCSA,5,13323,synthetic_1000000_10000_1.5,7017.0
LogLog,5,13323,synthetic_1000000_10000_1.5,5934.6378586596975
HLL,5,13323,synthetic_1000000_10000_1.5,7309.860628605435
KMV,5,13323,synthetic_1000000_10000_1.5,7230.197523690759
MinCount,5,13323,synthetic_1000000_10000_1.5,6454.774357559748
REC,5,13323,synthetic_1000000_10000_1.5,8656.469732327527
AdaptiveSampling,6,13323,synthetic_1000000_10000_1.5,7296.0
PCSA,6,13323,synthetic_1000000_10000_1.5,6941.0
LogLog,6,13323,synthetic_1000000_10000_1.5,6213.734035599894
HLL,6,13323,synthetic_1000000_10000_1.5,6523.324234005557
KMV,6,13323,synthetic_1000000_10000_1.5,7265.058464934901
MinCount,6,13323,synthetic_1000000_10000_1.5,7520.201453163506
REC,6,13323,synthetic_1000000_10000_1.5,5650.029343593205
AdaptiveSampling,7,13323,synthetic_1000000_10000_1.5,7232.0
PCSA,7,13323,synthetic_1000000_10000_1.5,6979.0
LogLog,7,13323,synthetic_1000000_10000_1.5,6567.643707047053
HLL,7,13323,synthetic_1000000_10000_1.5,6928.556150438
KMV,7,13323,synthetic_1000000_10000_1.5,7004.534533273754
MinCount,7,13323,synthetic_1000000_10000_1.5,6668.666308933159
REC,7,13323,synthetic_1000000_10000_1.5,5707.51843007071
AdaptiveSampling,8,13323,synthetic_1000000_10000_1.5,6848.0
PCSA,8,13323,synthetic_1000000_10000_1.5,6923.0
LogLog,8,13323,synthetic_1000000_10000_1.5,6807.029403654943
HLL,8,13323,synthetic_1000000_10000_1.5,7008.550392784953
KMV,8,13323,synthetic_1000000_10000_1.5,6795.476719049056
MinCount,8,13323,synthetic_1000000_10000_1.5,7196.785769863198
REC,8,13323,synthetic_1000000_10000_1.5,5835.502782517122
AdaptiveSampling,9,13323,synthetic_1000000_10000_1.5,6944.0
PCSA,9,13323,synthetic_1000000_10000_1.5,6738.0
LogLog,9,13323,synthetic_1000000_10000_1.5,6836.757025907715
HLL,9,13323,synthetic_1000000_10000_1.5,7024.908335139815
KMV,9,13323,synthetic_1000000_10000_1.5,6815.893911461595
MinCount,9,13323,synthetic_1000000_10000_1.5,6921.788779028377
REC,9,13323,synthetic_1000000_10000_1.5,6053.574077396662
AdaptiveSampling,5,13323,synthetic_1000000_10000_50.0,1.0
PCSA,5,13323,synthetic_1000000_10000_50.0,41.0
LogLog,5,13323,synthetic_1000000_10000_50.0,12.91695654648055
HLL,5,13323,synthetic_1000000_10000_50.0,1.0159583460665687
KMV,5,13323,synthetic_1000000_10000_50.0,1.0
MinCount,5,13323,synthetic_1000000_10000_50.0,31.300280246029452
REC,5,13323,synthetic_1000000_10000_50.0,11.712504848833662
AdaptiveSampling,6,13323,synthetic_1000000_10000_50.0,1.0
PCSA,6,13323,synthetic_1000000_10000_50.0,82.0
LogLog,6,13323,synthetic_1000000_10000_50.0,25.623040524593417
HLL,6,13323,synthetic_1000000_10000_50.0,1.0078948459609032
KMV,6,13323,synthetic_1000000_10000_50.0,1.0
MinCount,6,13323,synthetic_1000000_10000_50.0,63.61024695160825
REC,6,13323,synthetic_1000000_10000_50.0,23.474298304790793
AdaptiveSampling,7,13323,synthetic_1000000_10000_50.0,1.0
PCSA,7,13323,synthetic_1000000_10000_50.0,165.0
LogLog,7,13323,synthetic_1000000_10000_50.0,51.03261441152274
HLL,7,13323,synthetic_1000000_10000_50.0,1.0039267150113125
KMV,7,13323,synthetic_1000000_10000_50.0,1.0
MinCount,7,13323,synthetic_1000000_10000_50.0,127.22659466024224
REC,7,13323,synthetic_1000000_10000_50.0,47.013420626844315
AdaptiveSampling,8,13323,synthetic_1000000_10000_50.0,1.0
PCSA,8,13323,synthetic_1000000_10000_50.0,330.0
LogLog,8,13323,synthetic_1000000_10000_50.0,101.8505263867442
HLL,8,13323,synthetic_1000000_10000_50.0,1.0019582262108966
KMV,8,13323,synthetic_1000000_10000_50.0,1.0
MinCount,8,13323,synthetic_1000000_10000_50.0,255.45497353040764
REC,8,13323,synthetic_1000000_10000_50.0,94.09941127112693
AdaptiveSampling,9,13323,synthetic_1000000_10000_50.0,1.0
PCSA,9,13323,synthetic_1000000_10000_50.0,661.0
LogLog,9,13323,synthetic_1000000_10000_50.0,203.48574743071924
HLL,9,13323,synthetic_1000000_10000_50.0,1.000977835931287
KMV,9,13323,synthetic_1000000_10000_50.0,1.0
MinCount,9,13323,synthetic_1000000_10000_50.0,511.91173127073847
REC,9,13323,synthetic_1000000_10000_50.0,188.27526008421398
AdaptiveSampling,5,13323,synthetic_100000_10000_0.0,9728.0
PCSA,5,13323,synthetic_100000_10000_0.0,10363.0
LogLog,5,13323,synthetic_100000_10000_0.0,7864.799554178891
HLL,5,13323,synthetic_100000_10000_0.0,9432.078230458626
KMV,5,13323,synthetic_100000_10000_0.0,11509.631933267226
MinCount,5,13323,synthetic_100000_10000_0.0,8682.040964260654
REC,5,13323,synthetic_100000_10000_0.0,6767.295155726734
AdaptiveSampling,6,13323,synthetic_100000_10000_0.0,11008.0
PCSA,6,13323,synthetic_100000_10000_0.0,9711.0
LogLog,6,13323,synthetic_100000_10000_0.0,8599.247935761694
HLL,6,13323,synthetic_100000_10000_0.0,9673.612522622874
KMV,6,13323,synthetic_100000_10000_0.0,11668.601838192344
MinCount,6,13323,synthetic_100000_10000_0.0,9245.653983262466
REC,6,13323,synthetic_100000_10000_0.0,10505.616217856656
AdaptiveSampling,7,13323,synthetic_100000_10000_0.0,10752.0
PCSA,7,13323,synthetic_100000_10000_0.0,10196.0
LogLog,7,13323,synthetic_100000_10000_0.0,9188.000042632986
HLL,7,13323,synthetic_100000_10000_0.0,10165.403856466426
KMV,7,13323,synthetic_100000_10000_0.0,10591.05322026079
MinCount,7,13323,synthetic_100000_10000_0.0,9633.497720776895
REC,7,13323,synthetic_100000_10000_0.0,10073.986550866892
AdaptiveSampling,8,13323,synthetic_100000_10000_0.0,10496.0
PCSA,8,13323,synthetic_100000_10000_0.0,10141.0
LogLog,8,13323,synthetic_100000_10000_0.0,10052.79899949658
HLL,8,13323,synthetic_100000_10000_0.0,10489.567969007705
KMV,8,13323,synthetic_100000_10000_0.0,9953.210810251194
MinCount,8,13323,synthetic_100000_10000_0.0,9743.064654827962
REC,8,13323,synthetic_100000_10000_0.0,10391.979814377459
AdaptiveSampling,9,13323,synthetic_100000_10000_0.0,10048.0
PCSA,9,13323,synthetic_100000_10000_0.0,10127.0
LogLog,9,13323,synthetic_100000_10000_0.0,10179.049198301092
HLL,9,13323,synthetic_100000_10000_0.0,10544.7422121398
KMV,9,13323,synthetic_100000_10000_0.0,9919.784604445947
MinCount,9,13323,synthetic_100000_10000_0.0,9537.135324891427
REC,9,13323,synthetic_100000_10000_0.0,10495.670474918226
AdaptiveSampling,5,13323,synthetic_100000_10000_0.5,9728.0
PCSA,5,13323,synthetic_100000_10000_0.5,10363.0
LogLog,5,13323,synthetic_100000_10000_0.5,7864.799554178891
HLL,5,13323,synthetic_100000_10000_0.5,9432.078230458626
KMV,5,13323,synthetic_100000_10000_0.5,11509.631933267226
MinCount,5,13323,synthetic_100000_10000_0.5,8682.040964260654
REC,5,13323,synthetic_100000_10000_0.5,7893.035901408253
AdaptiveSampling,6,13323,synthetic_100000_10000_0.5,11008.0
PCSA,6,13323,synthetic_100000_10000_0.5,9711.0
LogLog,6,13323,synthetic_100000_10000_0.5,8599.247935761694
HLL,6,13323,synthetic_100000_10000_0.5,9673.612522622874
KMV,6,13323,synthetic_100000_10000_0.5,11668.601838192344
MinCount,6,13323,synthetic_100000_10000_0.5,9245.653983262466
REC,6,13323,synthetic_100000_10000_0.5,7824.797361959328
AdaptiveSampling,7,13323,synthetic_100000_10000_0.5,10752.0
PCSA,7,13323,synthetic_100000_10000_0.5,10196.0
LogLog,7,13323,synthetic_100000_10000_0.5,9188.000042632986
HLL,7,13323,synthetic_100000_10000_0.5,10165.403856466426
KMV,7,13323,synthetic_100000_10000_0.5,10591.05322026079
MinCount,7,13323,synthetic_100000_10000_0.5,9633.497720776895
REC,7,13323,synthetic_100000_10000_0.5,8894.464373280136
AdaptiveSampling,8,13323,synthetic_100000_10000_0.5,10496.0
PCSA,8,13323,synthetic_100000_10000_0.5,10086.0
LogLog,8,13323,synthetic_100000_10000_0.5,10052.79899949658
HLL,8,13323,synthetic_100000_10000_0.5,10489.567969007705
KMV,8,13323,synthetic_100000_10000_0.5,9949.602382889887
MinCount,8,13323,synthetic_100000_10000_0.5,9743.064654827962
REC,8,13323,synthetic_100000_10000_0.5,10033.636883899871
AdaptiveSampling,9,13323,synthetic_100000_10000_0.5,10016.0
PCSA,9,13323,synthetic_100000_10000_0.5,10127.0
LogLog,9,13323,synthetic_100000_10000_0.5,10179.049198301092
HLL,9,13323,synthetic_100000_10000_0.5,10544.7422121398
KMV,9,13323,synthetic_100000_10000_0.5,9905.769477160575
MinCount,9,13323,synthetic_100000_10000_0.5,9533.784230972271
REC,9,13323,synthetic_100000_10000_0.5,10252.749747148631
AdaptiveSampling,5,13323,synthetic_100000_10000_1.0,7680.0
PCSA,5,13323,synthetic_100000_10000_1.0,8166.0
LogLog,5,13323,synthetic_100000_10000_1.0,6758.298144838453
HLL,5,13323,synthetic_100000_10000_1.0,8077.1940647573865
KMV,5,13323,synthetic_100000_10000_1.0,8793.115698193695
MinCount,5,13323,synthetic_100000_10000_1.0,7700.862557310828
REC,5,13323,synthetic_100000_10000_1.0,7893.035901408253
AdaptiveSampling,6,13323,synthetic_100000_10000_1.0,9472.0
PCSA,6,13323,synthetic_100000_10000_1.0,8255.0
LogLog,6,13323,synthetic_100000_10000_1.0,6999.905723385116
HLL,6,13323,synthetic_100000_10000_1.0,7427.305494897713
KMV,6,13323,synthetic_100000_10000_1.0,9641.975428516796
MinCount,6,13323,synthetic_100000_10000_1.0,8430.524612281244
REC,6,13323,synthetic_100000_10000_1.0,6200.944255490111
AdaptiveSampling,7,13323,synthetic_100000_10000_1.0,9344.0
PCSA,7,13323,synthetic_100000_10000_1.0,8300.0
LogLog,7,13323,synthetic_100000_10000_1.0,7398.59261930488
HLL,7,13323,synthetic_100000_10000_1.0,7724.659963024536
KMV,7,13323,synthetic_100000_10000_1.0,9055.842274985554
MinCount,7,13323,synthetic_100000_10000_1.0,7863.357623294693
REC,7,13323,synthetic_100000_10000_1.0,5980.386296855881
AdaptiveSampling,8,13323,synthetic_100000_10000_1.0,8768.0
PCSA,8,13323,synthetic_100000_10000_1.0,8459.0
LogLog,8,13323,synthetic_100000_10000_1.0,8227.54973066293
HLL,8,13323,synthetic_100000_10000_1.0,8588.830218543413
KMV,8,13323,synthetic_100000_10000_1.0,8461.189530280872
MinCount,8,13323,synthetic_100000_10000_1.0,7975.9406154519975
REC,8,13323,synthetic_100000_10000_1.0,7696.80519306424
AdaptiveSampling,9,13323,synthetic_100000_10000_1.0,8512.0
PCSA,9,13323,synthetic_100000_10000_1.0,8390.0
LogLog,9,13323,synthetic_100000_10000_1.0,8421.594455498102
HLL,9,13323,synthetic_100000_10000_1.0,8552.711238966725
KMV,9,13323,synthetic_100000_10000_1.0,8359.702846108272
MinCount,9,13323,synthetic_100000_10000_1.0,8105.347044649701
REC,9,13323,synthetic_100000_10000_1.0,8064.884617332859
AdaptiveSampling,5,13323,synthetic_100000_10000_1.5,1920.0
PCSA,5,13323,synthetic_100000_10000_1.5,2375.0
LogLog,5,13323,synthetic_100000_10000_1.5,1924.068279409816
HLL,5,13323,synthetic_100000_10000_1.5,2093.0166438383494
KMV,5,13323,synthetic_100000_10000_1.5,2262.8074855115146
MinCount,5,13323,synthetic_100000_10000_1.5,3009.714054665793
REC,5,13323,synthetic_100000_10000_1.5,3545.7950745877574
AdaptiveSampling,6,13323,synthetic_100000_10000_1.5,2112.0
PCSA,6,13323,synthetic_100000_10000_1.5,2350.0
LogLog,6,13323,synthetic_100000_10000_1.5,2081.0844226494623
HLL,6,13323,synthetic_100000_10000_1.5,2358.4823395096405
KMV,6,13323,synthetic_100000_10000_1.5,2313.3015828032853
MinCount,6,13323,synthetic_100000_10000_1.5,3059.2374643233225
REC,6,13323,synthetic_100000_10000_1.5,2522.4323373001107
AdaptiveSampling,7,13323,synthetic_100000_10000_1.5,2400.0
PCSA,7,13323,synthetic_100000_10000_1.5,2467.0
LogLog,7,13323,synthetic_100000_10000_1.5,2247.7800370453097
HLL,7,13323,synthetic_100000_10000_1.5,2514.0646839278515
KMV,7,13323,synthetic_100000_10000_1.5,2397.4080053551083
MinCount,7,13323,synthetic_100000_10000_1.5,2326.4425283645687
REC,7,13323,synthetic_100000_10000_1.5,2386.7697974364933
AdaptiveSampling,8,13323,synthetic_100000_10000_1.5,2448.0
PCSA,8,13323,synthetic_100000_10000_1.5,2434.0
LogLog,8,13323,synthetic_100000_10000_1.5,2317.128159941552
HLL,8,13323,synthetic_100000_10000_1.5,2519.952930803607
KMV,8,13323,synthetic_100000_10000_1.5,2388.4256952235173
MinCount,8,13323,synthetic_100000_10000_1.5,2228.717503676244
REC,8,13323,synthetic_100000_10000_1.5,2209.8350953555496
AdaptiveSampling,9,13323,synthetic_100000_10000_1.5,2344.0
PCSA,9,13323,synthetic_100000_10000_1.5,2401.0
LogLog,9,13323,synthetic_100000_10000_1.5,2349.406785335287
HLL,9,13323,synthetic_100000_10000_1.5,2520.1374490628186
KMV,9,13323,synthetic_100000_10000_1.5,2383.4762801804623
MinCount,9,13323,synthetic_100000_10000_1.5,2220.114401733721
REC,9,13323,synthetic_100000_10000_1.5,2151.58051651371
AdaptiveSampling,5,13323,synthetic_100000_10000_50.0,1.0
PCSA,5,13323,synthetic_100000_10000_50.0,41.0
LogLog,5,13323,synthetic_100000_10000_50.0,12.91695654648055
HLL,5,13323,synthetic_100000_10000_50.0,1.0159583460665687
KMV,5,13323,synthetic_100000_10000_50.0,1.0
MinCount,5,13323,synthetic_100000_10000_50.0,31.300280246029452
REC,5,13323,synthetic_100000_10000_50.0,11.712504848833662
AdaptiveSampling,6,13323,synthetic_100000_10000_50.0,1.0
PCSA,6,13323,synthetic_100000_10000_50.0,82.0
LogLog,6,13323,synthetic_100000_10000_50.0,25.623040524593417
HLL,6,13323,synthetic_100000_10000_50.0,1.0078948459609032
KMV,6,13323,synthetic_100000_10000_50.0,1.0
MinCount,6,13323,synthetic_100000_10000_50.0,63.61024695160825
REC,6,13323,synthetic_100000_10000_50.0,23.474298304790793
AdaptiveSampling,7,13323,synthetic_100000_10000_50.0,1.0
PCSA,7,13323,synthetic_100000_10000_50.0,165.0
LogLog,7,13323,synthetic_100000_10000_50.0,51.03261441152274
HLL,7,13323,synthetic_100000_10000_50.0,1.0039267150113125
KMV,7,13323,synthetic_100000_10000_50.0,1.0
MinCount,7,13323,synthetic_100000_10000_50.0,127.22659466024224
REC,7,13323,synthetic_100000_10000_50.0,47.013420626844315
AdaptiveSampling,8,13323,synthetic_100000_10000_50.0,1.0
PCSA,8,13323,synthetic_100000_10000_50.0,330.0
LogLog,8,13323,synthetic_100000_10000_50.0,101.8505263867442
HLL,8,13323,synthetic_100000_10000_50.0,1.0019582262108966
KMV,8,13323,synthetic_100000_10000_50.0,1.0
MinCount,8,13323,synthetic_100000_10000_50.0,255.45497353040764
REC,8,13323,synthetic_100000_10000_50.0,94.09941127112693
AdaptiveSampling,9,13323,synthetic_100000_10000_50.0,1.0
PCSA,9,13323,synthetic_100000_10000_50.0,661.0
LogLog,9,13323,synthetic_100000_10000_50.0,203.48574743071924
HLL,9,13323,synthetic_100000_10000_50.0,1.000977835931287
KMV,9,13323,synthetic_100000_10000_50.0,1.0
MinCount,9,13323,synthetic_100000_10000_50.0,511.91173127073847
REC,9,13323,synthetic_100000_10000_50.0,188.27526008421398
AdaptiveSampling,5,13323,synthetic_100000_1000_0.0,864.0
PCSA,5,13323,synthetic_100000_1000_0.0,1020.0
LogLog,5,13323,synthetic_100000_1000_0.0,774.6733404999362
HLL,5,13323,synthetic_100000_1000_0.0,972.055934654978
KMV,5,13323,synthetic_100000_1000_0.0,703.3614179206422
MinCount,5,13323,synthetic_100000_1000_0.0,925.9654517847623
REC,5,13323,synthetic_100000_1000_0.0,860.1798607739253
AdaptiveSampling,6,13323,synthetic_100000_1000_0.0,944.0
PCSA,6,13323,synthetic_100000_1000_0.0,1009.0
LogLog,6,13323,synthetic_100000_1000_0.0,903.8845953824892
HLL,6,13323,synthetic_100000_1000_0.0,1113.261920174601
KMV,6,13323,synthetic_100000_1000_0.0,934.6529444791923
MinCount,6,13323,synthetic_100000_1000_0.0,925.222150143883
REC,6,13323,synthetic_100000_1000_0.0,979.0659974066148
AdaptiveSampling,7,13323,synthetic_100000_1000_0.0,952.0
PCSA,7,13323,synthetic_100000_1000_0.0,1031.0
LogLog,7,13323,synthetic_100000_1000_0.0,997.6639595351589
HLL,7,13323,synthetic_100000_1000_0.0,1215.5854186141225
KMV,7,13323,synthetic_100000_1000_0.0,979.8105110415039
MinCount,7,13323,synthetic_100000_1000_0.0,996.3621596311559
REC,7,13323,synthetic_100000_1000_0.0,1104.091224186105
AdaptiveSampling,8,13323,synthetic_100000_1000_0.0,992.0
PCSA,8,13323,synthetic_100000_1000_0.0,1083.0
LogLog,8,13323,synthetic_100000_1000_0.0,1042.4614915543086
HLL,8,13323,synthetic_100000_1000_0.0,1228.2105993063317
KMV,8,13323,synthetic_100000_1000_0.0,997.3205263347489
MinCount,8,13323,synthetic_100000_1000_0.0,1048.008842273593
REC,8,13323,synthetic_100000_1000_0.0,981.6061591003399
AdaptiveSampling,9,13323,synthetic_100000_1000_0.0,1008.0
PCSA,9,13323,synthetic_100000_1000_0.0,1293.0
LogLog,9,13323,synthetic_100000_1000_0.0,1120.3404091980526
HLL,9,13323,synthetic_100000_1000_0.0,1308.7012940666705
KMV,9,13323,synthetic_100000_1000_0.0,1007.9228364907018
MinCount,9,13323,synthetic_100000_1000_0.0,1104.052587443148
REC,9,13323,synthetic_100000_1000_0.0,985.2743774261172
AdaptiveSampling,5,13323,synthetic_100000_1000_0.5,864.0
PCSA,5,13323,synthetic_100000_1000_0.5,1020.0
LogLog,5,13323,synthetic_100000_1000_0.5,774.6733404999362
HLL,5,13323,synthetic_100000_1000_0.5,972.055934654978
KMV,5,13323,synthetic_100000_1000_0.5,703.3614179206422
MinCount,5,13323,synthetic_100000_1000_0.5,925.9654517847623
REC,5,13323,synthetic_100000_1000_0.5,943.4647417185228
